site_id,class,site_type,architecture,sectors,n78_64T64R_AAU,n78_8T8R_radio,n28_RRU,n1n3_or_n3_RRU,passive_antenna_2L4H,DU_at_site,CSR,fronthaul_gateway,NR_cells,avg_load_W,peak_load_W,rectifier_kW,battery_kWh,battery_modules_4.8kWh,grid_kVA,solar_PV_kWp
MA-U-0032,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0033,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0034,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0035,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0036,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0037,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0038,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0039,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0040,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0041,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0042,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0043,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0044,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0045,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0046,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0047,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0048,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0049,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0050,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0051,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0052,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0053,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0054,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0055,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0056,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0057,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0058,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0059,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0060,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0061,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0062,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0063,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0064,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0065,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0066,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0067,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0068,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0069,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0070,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0071,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0072,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0073,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0074,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0075,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0076,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0077,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0078,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0079,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0080,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0081,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0082,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0083,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0084,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0085,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MA-U-0086,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
WAD-U-0001,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
WAD-U-0002,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
WAD-U-0003,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
WAD-U-0004,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
WAD-U-0005,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
WAD-U-0006,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
WAD-U-0007,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
WAD-U-0008,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
WAD-U-0009,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
WAD-U-0010,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
WAD-U-0011,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
WAD-U-0012,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
WAD-U-0013,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
WAD-U-0014,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
WAD-U-0015,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
WAD-U-0016,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
WAD-U-0017,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
WAD-U-0018,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
WAD-U-0019,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
WAD-U-0020,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
WAD-U-0021,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
WAD-U-0022,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
WAD-U-0023,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
WAD-U-0024,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
WAD-U-0025,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
WAD-U-0026,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
WAD-U-0027,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
WAD-U-0028,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
WAD-U-0029,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
WAD-U-0030,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
WAD-U-0031,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
WAD-U-0032,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
WAD-U-0033,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
WAD-U-0034,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
WAD-U-0035,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
WAD-U-0036,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
WAD-U-0037,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
WAD-U-0038,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
TAF-U-0001,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0002,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0003,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0004,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0005,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0006,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0007,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0008,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0009,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0010,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0011,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0012,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0013,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0014,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0015,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0016,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0017,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0018,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0019,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0020,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0021,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0022,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0023,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0024,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
TAF-U-0025,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0026,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0027,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0028,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
TAF-U-0029,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
TAF-U-0030,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
TAF-U-0031,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0032,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
TAF-U-0033,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
TAF-U-0034,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
TAF-U-0035,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
TAF-U-0036,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
TAF-U-0037,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
TAF-U-0038,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
TAF-U-0039,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
TAF-U-0040,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
TAF-U-0041,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
TAF-U-0042,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
TAF-U-0043,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
KAR-U-0001,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0002,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0003,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0004,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0005,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0006,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0007,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0008,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0009,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0010,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0011,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0012,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0013,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0014,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0015,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0016,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0017,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
KAR-U-0018,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0019,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0020,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0021,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0022,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0023,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0024,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
KAR-U-0025,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
KAR-U-0026,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0027,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0028,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0029,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0030,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0031,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
KAR-U-0032,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
KAR-U-0033,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
KAR-U-0034,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0035,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0036,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0037,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0038,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0039,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
KAR-U-0040,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
KAR-U-0041,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
KAR-U-0042,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0043,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0044,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0045,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0046,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
KAR-U-0047,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
KAR-U-0048,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
KAR-U-0049,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
KAR-U-0050,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0051,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0052,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0053,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0054,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
KAR-U-0055,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
KAR-U-0056,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0057,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0058,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0059,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
KAR-U-0060,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
KAR-U-0061,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MAD-U-0001,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MAD-U-0002,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MAD-U-0003,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MAD-U-0004,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MAD-U-0005,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MAD-U-0006,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MAD-U-0007,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MAD-U-0008,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MAD-U-0009,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MAD-U-0010,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MAD-U-0011,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MAD-U-0012,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MAD-U-0013,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MAD-U-0014,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MAD-U-0015,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MAD-U-0016,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MAD-U-0017,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MAD-U-0018,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MAD-U-0019,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MAD-U-0020,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MAD-U-0021,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
MAD-U-0022,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
