site_id,class,zone,cluster,governorate,lat,lon,ground_elev_m,site_type,local_bldg_height_mean_m,local_bldg_height_max_m,built_fraction,antenna_height_agl_m,sectors,configuration,backhaul,hub,ring,is_hub
AMM-U-0893,U,Amman,Amman-Zarqa Metro,Amman,31.95694,35.81484,787,Monopole / greenfield,4.4,8.9,0.76,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-19,HUB-AMM-19-R03,0
AMM-U-0894,U,Amman,Amman-Zarqa Metro,Amman,31.95816,35.82003,780,Rooftop,8.5,14.9,0.92,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-19,HUB-AMM-19-R03,0
AMM-U-0895,U,Amman,Amman-Zarqa Metro,Amman,31.95857,35.82429,900,Rooftop,11.3,19.6,0.76,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-19,HUB-AMM-19-R04,0
AMM-U-0896,U,Amman,Amman-Zarqa Metro,Amman,31.95857,35.82901,886,Rooftop,10.2,19.0,0.92,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-64,HUB-AMM-64-R06,0
AMM-U-0897,U,Amman,Amman-Zarqa Metro,Amman,31.95775,35.83468,926,Rooftop,11.5,14.9,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-64,HUB-AMM-64-R05,0
AMM-U-0898,U,Amman,Amman-Zarqa Metro,Amman,31.95775,35.83847,955,Rooftop,12.6,13.4,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-64,HUB-AMM-64-R05,0
AMM-U-0899,U,Amman,Amman-Zarqa Metro,Amman,31.95775,35.84225,944,Rooftop,13.2,14.1,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-64,HUB-AMM-64-R05,0
AMM-U-0900,U,Amman,Amman-Zarqa Metro,Amman,31.95857,35.84792,920,Rooftop,12.7,16.0,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-64,HUB-AMM-64-R04,0
AMM-U-0901,U,Amman,Amman-Zarqa Metro,Amman,31.95775,35.96607,783,Rooftop,14.0,16.7,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-83,HUB-AMM-83-R06,0
AMM-U-0902,U,Amman,Amman-Zarqa Metro,Amman,31.95694,35.97079,786,Rooftop,12.9,14.7,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-83,HUB-AMM-83-R06,0
AMM-U-0903,U,Amman,Amman-Zarqa Metro,Amman,31.95816,35.97599,795,Rooftop,13.7,15.9,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-83,HUB-AMM-83-R06,0
AMM-U-0904,U,Amman,Amman-Zarqa Metro,Amman,31.95694,35.98024,808,Rooftop,12.3,14.9,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-83,HUB-AMM-83-R06,0
AMM-U-0905,U,Amman,Amman-Zarqa Metro,Amman,31.95694,35.98497,837,Rooftop,13.3,15.2,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-83,HUB-AMM-83-R05,0
AMM-U-0906,U,Amman,Amman-Zarqa Metro,Amman,31.95735,35.99017,853,Rooftop,11.9,13.8,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-83,HUB-AMM-83-R05,0
AMM-U-0907,U,Amman,Amman-Zarqa Metro,Amman,31.95816,35.99489,839,Rooftop,8.3,14.4,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R01,0
AMM-U-0908,U,Amman,Amman-Zarqa Metro,Amman,31.95775,35.99915,882,Monopole / greenfield,3.1,6.2,0.8,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R01,0
AMM-U-0909,U,Amman,Amman-Zarqa Metro,Amman,31.95775,36.00387,885,Monopole / greenfield,3.2,5.5,0.64,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R01,0
AMM-U-0910,U,Amman,Amman-Zarqa Metro,Amman,31.95694,36.00860,878,Monopole / greenfield,4.7,6.5,0.88,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R02,0
AMM-U-0911,U,Amman,Amman-Zarqa Metro,Amman,31.95775,36.01333,887,Monopole / greenfield,4.0,5.4,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R03,0
AMM-U-0912,U,Amman,Amman-Zarqa Metro,Amman,31.95857,36.01805,836,Monopole / greenfield,3.5,5.0,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R03,0
AMM-U-0913,U,Amman,Amman-Zarqa Metro,Amman,31.96128,35.80680,828,Monopole / greenfield,2.7,2.9,0.24,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-19,HUB-AMM-19-R01,0
AMM-U-0914,U,Amman,Amman-Zarqa Metro,Amman,31.96209,35.81247,810,Monopole / greenfield,3.6,4.8,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-19,HUB-AMM-19-R03,0
AMM-U-0915,U,Amman,Amman-Zarqa Metro,Amman,31.96128,35.81814,845,Rooftop,6.6,9.9,0.88,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-19,HUB-AMM-19-R03,0
AMM-U-0916,U,Amman,Amman-Zarqa Metro,Amman,31.96209,35.82192,903,Rooftop,9.2,12.9,0.96,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-19,HUB-AMM-19-R04,0
AMM-U-0917,U,Amman,Amman-Zarqa Metro,Amman,31.96128,35.82760,936,Rooftop,14.8,19.6,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-02,HUB-AMM-02-R01,0
AMM-U-0918,U,Amman,Amman-Zarqa Metro,Amman,31.96128,35.83043,924,Rooftop,11.7,16.1,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-64,HUB-AMM-64-R05,0
AMM-U-0919,U,Amman,Amman-Zarqa Metro,Amman,31.96128,35.83705,952,Rooftop,12.0,14.0,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-64,HUB-AMM-64-R05,0
AMM-U-0920,U,Amman,Amman-Zarqa Metro,Amman,31.96128,35.84083,952,Rooftop,13.1,19.0,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-64,HUB-AMM-64-R05,0
AMM-U-0921,U,Amman,Amman-Zarqa Metro,Amman,31.96128,35.84461,938,Rooftop,15.4,19.0,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-64,HUB-AMM-64-R04,0
AMM-U-0922,U,Amman,Amman-Zarqa Metro,Amman,31.96128,35.96748,764,Rooftop,13.6,20.1,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-47,HUB-AMM-47-R01,0
AMM-U-0923,U,Amman,Amman-Zarqa Metro,Amman,31.96128,35.97221,778,Rooftop,17.3,21.3,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-47,HUB-AMM-47-R02,0
AMM-U-0924,U,Amman,Amman-Zarqa Metro,Amman,31.96128,35.97788,793,Rooftop,12.0,15.6,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-47,HUB-AMM-47-R02,0
AMM-U-0925,U,Amman,Amman-Zarqa Metro,Amman,31.96047,35.98261,800,Rooftop,13.4,17.9,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-83,HUB-AMM-83-R05,0
AMM-U-0926,U,Amman,Amman-Zarqa Metro,Amman,31.96087,35.98781,799,Rooftop,11.6,14.7,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-83,HUB-AMM-83-R05,0
AMM-U-0927,U,Amman,Amman-Zarqa Metro,Amman,31.96128,35.99111,811,Rooftop,9.8,11.4,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R08,0
AMM-U-0928,U,Amman,Amman-Zarqa Metro,Amman,31.96128,35.99773,838,Monopole / greenfield,4.3,8.1,0.72,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R08,0
AMM-U-0929,U,Amman,Amman-Zarqa Metro,Amman,31.96128,36.00246,874,Monopole / greenfield,2.5,2.5,0.44,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R08,0
AMM-U-0930,U,Amman,Amman-Zarqa Metro,Amman,31.96128,36.00529,838,Monopole / greenfield,2.5,2.5,0.36,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R07,0
AMM-U-0931,U,Amman,Amman-Zarqa Metro,Amman,31.96047,36.01096,872,Monopole / greenfield,3.0,3.9,0.4,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R01,1
AMM-U-0932,U,Amman,Amman-Zarqa Metro,Amman,31.96128,36.01474,869,Monopole / greenfield,4.4,5.3,0.72,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R04,0
AMM-U-0933,U,Amman,Amman-Zarqa Metro,Amman,31.96128,36.02041,882,Monopole / greenfield,3.4,4.8,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R04,0
AMM-U-0934,U,Amman,Amman-Zarqa Metro,Amman,31.96480,35.80444,837,Monopole / greenfield,2.5,2.5,0.12,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-19,HUB-AMM-19-R01,0
AMM-U-0935,U,Amman,Amman-Zarqa Metro,Amman,31.96521,35.81058,880,Monopole / greenfield,2.8,4.3,0.56,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-19,HUB-AMM-19-R01,1
AMM-U-0936,U,Amman,Amman-Zarqa Metro,Amman,31.96562,35.81484,851,Monopole / greenfield,3.3,4.7,0.48,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-19,HUB-AMM-19-R04,0
AMM-U-0937,U,Amman,Amman-Zarqa Metro,Amman,31.96480,35.82051,850,Rooftop,8.9,11.6,0.52,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-19,HUB-AMM-19-R04,0
AMM-U-0938,U,Amman,Amman-Zarqa Metro,Amman,31.96521,35.82476,941,Rooftop,12.1,15.4,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-02,HUB-AMM-02-R01,0
AMM-U-0939,U,Amman,Amman-Zarqa Metro,Amman,31.96562,35.82901,951,Rooftop,13.4,16.7,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-02,HUB-AMM-02-R02,0
AMM-U-0940,U,Amman,Amman-Zarqa Metro,Amman,31.96521,35.83421,945,Rooftop,12.6,15.6,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-02,HUB-AMM-02-R02,0
AMM-U-0941,U,Amman,Amman-Zarqa Metro,Amman,31.96480,35.83847,961,Rooftop,12.8,15.3,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-02,HUB-AMM-02-R02,0
AMM-U-0942,U,Amman,Amman-Zarqa Metro,Amman,31.96399,35.84319,946,Rooftop,16.5,22.0,1.0,31,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-64,HUB-AMM-64-R04,0
AMM-U-0943,U,Amman,Amman-Zarqa Metro,Amman,31.96480,35.84886,956,Rooftop,11.5,14.6,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-64,HUB-AMM-64-R04,0
AMM-U-0944,U,Amman,Amman-Zarqa Metro,Amman,31.96480,35.96512,756,Rooftop,15.1,19.4,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-47,HUB-AMM-47-R01,0
AMM-U-0945,U,Amman,Amman-Zarqa Metro,Amman,31.96562,35.97079,779,Rooftop,12.8,17.3,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-47,HUB-AMM-47-R02,0
AMM-U-0946,U,Amman,Amman-Zarqa Metro,Amman,31.96399,35.97552,783,Rooftop,11.4,19.2,0.88,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-47,HUB-AMM-47-R02,0
AMM-U-0947,U,Amman,Amman-Zarqa Metro,Amman,31.96399,35.98024,784,Rooftop,10.3,12.5,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-47,HUB-AMM-47-R03,0
AMM-U-0948,U,Amman,Amman-Zarqa Metro,Amman,31.96480,35.98497,786,Rooftop,10.9,13.0,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-47,HUB-AMM-47-R03,0
AMM-U-0949,U,Amman,Amman-Zarqa Metro,Amman,31.96480,35.98970,786,Rooftop,10.1,13.0,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-47,HUB-AMM-47-R03,0
AMM-U-0950,U,Amman,Amman-Zarqa Metro,Amman,31.96440,35.99489,799,Rooftop,7.1,11.2,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R07,0
AMM-U-0951,U,Amman,Amman-Zarqa Metro,Amman,31.96399,35.99915,826,Monopole / greenfield,3.1,4.7,0.52,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R07,0
AMM-U-0952,U,Amman,Amman-Zarqa Metro,Amman,31.96399,36.00387,854,Monopole / greenfield,2.5,2.5,0.08,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R07,0
AMM-U-0953,U,Amman,Amman-Zarqa Metro,Amman,31.96399,36.00860,843,Monopole / greenfield,2.5,2.5,0.08,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R06,0
AMM-U-0954,U,Amman,Amman-Zarqa Metro,Amman,31.96399,36.01333,843,Monopole / greenfield,3.9,5.6,0.24,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R05,0
AMM-U-0955,U,Amman,Amman-Zarqa Metro,Amman,31.96399,36.01805,847,Monopole / greenfield,4.4,5.9,0.92,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R04,0
AMM-U-0956,U,Amman,Amman-Zarqa Metro,Amman,31.96480,36.02183,828,Monopole / greenfield,3.3,4.4,0.56,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R04,0
AMM-U-0957,U,Amman,Amman-Zarqa Metro,Amman,31.96914,35.80302,903,Monopole / greenfield,2.5,2.5,0.4,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-19,HUB-AMM-19-R06,0
AMM-U-0958,U,Amman,Amman-Zarqa Metro,Amman,31.96873,35.80822,877,Monopole / greenfield,3.1,4.2,0.44,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-19,HUB-AMM-19-R05,0
AMM-U-0959,U,Amman,Amman-Zarqa Metro,Amman,31.96914,35.81247,880,Monopole / greenfield,3.7,5.8,0.76,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-19,HUB-AMM-19-R05,0
AMM-U-0960,U,Amman,Amman-Zarqa Metro,Amman,31.96914,35.81720,896,Monopole / greenfield,4.4,6.3,0.56,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-19,HUB-AMM-19-R04,0
AMM-U-0961,U,Amman,Amman-Zarqa Metro,Amman,31.96873,35.82240,916,Rooftop,6.6,11.0,0.68,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-02,HUB-AMM-02-R01,0
AMM-U-0962,U,Amman,Amman-Zarqa Metro,Amman,31.96833,35.82665,955,Rooftop,10.2,15.4,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-02,HUB-AMM-02-R01,0
AMM-U-0963,U,Amman,Amman-Zarqa Metro,Amman,31.96914,35.83138,952,Rooftop,11.5,17.7,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-02,HUB-AMM-02-R02,0
AMM-U-0964,U,Amman,Amman-Zarqa Metro,Amman,31.96833,35.83610,956,Rooftop,11.7,15.1,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-02,HUB-AMM-02-R02,0
AMM-U-0965,U,Amman,Amman-Zarqa Metro,Amman,31.96833,35.84083,951,Rooftop,11.6,12.7,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-02,HUB-AMM-02-R02,0
AMM-U-0966,U,Amman,Amman-Zarqa Metro,Amman,31.96833,35.84650,950,Rooftop,12.4,13.6,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-02,HUB-AMM-02-R03,0
AMM-U-0967,U,Amman,Amman-Zarqa Metro,Amman,31.96833,35.85028,972,Rooftop,12.8,13.6,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-59,HUB-AMM-59-R01,0
AMM-U-0968,U,Amman,Amman-Zarqa Metro,Amman,31.96914,35.96370,745,Rooftop,16.6,22.9,1.0,31,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-47,HUB-AMM-47-R01,0
AMM-U-0969,U,Amman,Amman-Zarqa Metro,Amman,31.96751,35.96843,744,Rooftop,13.5,15.6,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-47,HUB-AMM-47-R01,0
AMM-U-0970,U,Amman,Amman-Zarqa Metro,Amman,31.96833,35.97410,782,Rooftop,9.7,12.0,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-47,HUB-AMM-47-R02,0
AMM-U-0971,U,Amman,Amman-Zarqa Metro,Amman,31.96873,35.97741,776,Rooftop,7.5,10.1,0.68,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-47,HUB-AMM-47-R02,0
AMM-U-0972,U,Amman,Amman-Zarqa Metro,Amman,31.96751,35.98261,773,Rooftop,6.2,9.7,0.52,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-47,HUB-AMM-47-R03,0
AMM-U-0973,U,Amman,Amman-Zarqa Metro,Amman,31.96751,35.98733,774,Rooftop,6.5,11.6,0.88,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-47,HUB-AMM-47-R03,0
AMM-U-0974,U,Amman,Amman-Zarqa Metro,Amman,31.96833,35.99206,770,Rooftop,8.6,11.2,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-47,HUB-AMM-47-R04,0
AMM-U-0975,U,Amman,Amman-Zarqa Metro,Amman,31.96751,35.99678,780,Rooftop,6.2,10.4,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R07,0
AMM-U-0976,U,Amman,Amman-Zarqa Metro,Amman,31.96751,36.00151,797,Monopole / greenfield,2.8,3.7,0.76,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R07,0
AMM-U-0977,U,Amman,Amman-Zarqa Metro,Amman,31.96833,36.00624,816,Monopole / greenfield,3.4,5.5,0.84,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R06,0
AMM-U-0978,U,Amman,Amman-Zarqa Metro,Amman,31.96833,36.01191,800,Monopole / greenfield,5.5,8.5,0.88,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R05,0
AMM-U-0979,U,Amman,Amman-Zarqa Metro,Amman,31.96833,36.01663,813,Monopole / greenfield,6.9,8.5,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R05,0
AMM-U-0980,U,Amman,Amman-Zarqa Metro,Amman,31.96792,36.02041,862,Monopole / greenfield,5.2,7.8,0.76,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-03,HUB-AMM-03-R04,0
AMM-U-0981,U,Amman,Amman-Zarqa Metro,Amman,31.96833,36.02609,811,Monopole / greenfield,2.5,2.5,0.4,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-50,HUB-AMM-50-R01,0
AMM-U-0982,U,Amman,Amman-Zarqa Metro,Amman,31.97226,35.80113,934,Monopole / greenfield,2.5,2.5,0.32,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-19,HUB-AMM-19-R06,0
AMM-U-0983,U,Amman,Amman-Zarqa Metro,Amman,31.97226,35.80538,945,Monopole / greenfield,2.7,2.8,0.08,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-19,HUB-AMM-19-R05,0
AMM-U-0984,U,Amman,Amman-Zarqa Metro,Amman,31.97267,35.81011,915,Monopole / greenfield,3.9,4.7,0.8,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-19,HUB-AMM-19-R05,0
AMM-U-0985,U,Amman,Amman-Zarqa Metro,Amman,31.97185,35.81484,913,Monopole / greenfield,5.1,6.2,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-19,HUB-AMM-19-R04,0
AMM-U-0986,U,Amman,Amman-Zarqa Metro,Amman,31.97185,35.81862,889,Monopole / greenfield,5.2,6.3,0.4,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-19,HUB-AMM-19-R04,0
AMM-U-0987,U,Amman,Amman-Zarqa Metro,Amman,31.97185,35.82429,959,Rooftop,8.0,9.8,0.96,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-02,HUB-AMM-02-R01,0
AMM-U-0988,U,Amman,Amman-Zarqa Metro,Amman,31.97267,35.82901,962,Rooftop,7.4,9.4,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-02,HUB-AMM-02-R01,0
AMM-U-0989,U,Amman,Amman-Zarqa Metro,Amman,31.97226,35.83421,967,Rooftop,12.4,21.4,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-02,HUB-AMM-02-R02,0
AMM-U-0990,U,Amman,Amman-Zarqa Metro,Amman,31.97104,35.83847,948,Rooftop,9.7,12.3,0.92,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-02,HUB-AMM-02-R03,0
AMM-U-0991,U,Amman,Amman-Zarqa Metro,Amman,31.97226,35.84366,949,Rooftop,12.6,16.0,1.0,30,3,3-sector | n78 64T64R 3x100 MHz + n1/n3 4T4R + n28 2T4R,Fiber ring,HUB-AMM-02,HUB-AMM-02-R03,0
