site_id,class,zone,cluster,governorate,lat,lon,ground_elev_m,site_type,local_bldg_height_mean_m,local_bldg_height_max_m,built_fraction,antenna_height_agl_m,sectors,configuration,backhaul,hub,ring,is_hub
AQB-SU-0242,SU,Aqaba north / ASEZA,Aqaba,Aqaba,29.61674,35.03747,88,Monopole / greenfield,0.0,0.0,0.0,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-AQB-07,HUB-AQB-07-R01,0
AQB-SU-0243,SU,Aqaba north / ASEZA,Aqaba,Aqaba,29.62183,35.01904,27,Monopole / greenfield,0.0,0.0,0.0,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-AQB-07,HUB-AQB-07-R02,0
AQB-SU-0244,SU,Aqaba north / ASEZA,Aqaba,Aqaba,29.62183,35.02723,43,Monopole / greenfield,2.5,2.5,0.6,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-AQB-07,HUB-AQB-07-R01,1
AQB-SU-0245,SU,Aqaba north / ASEZA,Aqaba,Aqaba,29.62183,35.03269,64,Monopole / greenfield,0.0,0.0,0.0,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-AQB-07,HUB-AQB-07-R01,0
AQB-SU-0246,SU,Aqaba north / ASEZA,Aqaba,Aqaba,29.62183,35.04088,87,Monopole / greenfield,2.5,2.5,0.24,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-AQB-07,HUB-AQB-07-R01,0
AQB-SU-0247,SU,Aqaba north / ASEZA,Aqaba,Aqaba,29.62692,35.01563,19,Monopole / greenfield,0.0,0.0,0.0,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-AQB-07,HUB-AQB-07-R02,0
AQB-SU-0248,SU,Aqaba north / ASEZA,Aqaba,Aqaba,29.62692,35.02245,30,Monopole / greenfield,0.0,0.0,0.0,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-AQB-07,HUB-AQB-07-R02,0
AQB-SU-0249,SU,Aqaba north / ASEZA,Aqaba,Aqaba,29.62692,35.02928,44,Monopole / greenfield,2.5,2.5,0.2,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-AQB-07,HUB-AQB-07-R02,0
AQB-SU-0250,SU,Aqaba north / ASEZA,Aqaba,Aqaba,29.63202,35.01904,20,Monopole / greenfield,0.0,0.0,0.0,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-AQB-07,HUB-AQB-07-R02,0
AQB-SU-0251,SU,Aqaba north / ASEZA,Aqaba,Aqaba,29.63711,35.02245,21,Monopole / greenfield,0.0,0.0,0.0,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-AQB-07,HUB-AQB-07-R02,0
MA-SU-0087,SU,Ma'an outskirts,Ma'an,Ma'an,30.16656,35.71874,1146,Monopole / greenfield,2.5,2.5,0.8,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-04,HUB-MA-04-R01,0
MA-SU-0088,SU,Ma'an outskirts,Ma'an,Ma'an,30.16656,35.72557,1138,Monopole / greenfield,2.5,2.5,0.2,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-04,HUB-MA-04-R01,0
MA-SU-0089,SU,Ma'an outskirts,Ma'an,Ma'an,30.16656,35.73103,1127,Monopole / greenfield,0.0,0.0,0.0,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-04,HUB-MA-04-R02,0
MA-SU-0090,SU,Ma'an outskirts,Ma'an,Ma'an,30.16656,35.73786,1108,Monopole / greenfield,2.5,2.5,0.12,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-04,HUB-MA-04-R02,0
MA-SU-0091,SU,Ma'an outskirts,Ma'an,Ma'an,30.16656,35.74605,1087,Monopole / greenfield,2.5,2.5,0.08,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-04,HUB-MA-04-R02,0
MA-SU-0092,SU,Ma'an outskirts,Ma'an,Ma'an,30.16656,35.75151,1080,Monopole / greenfield,2.5,2.5,0.04,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-04,HUB-MA-04-R02,0
MA-SU-0093,SU,Ma'an outskirts,Ma'an,Ma'an,30.17165,35.71533,1136,Monopole / greenfield,0.0,0.0,0.0,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-04,HUB-MA-04-R01,0
MA-SU-0094,SU,Ma'an outskirts,Ma'an,Ma'an,30.17165,35.72215,1133,Monopole / greenfield,0.0,0.0,0.0,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-04,HUB-MA-04-R01,0
MA-SU-0095,SU,Ma'an outskirts,Ma'an,Ma'an,30.17165,35.72762,1129,Monopole / greenfield,0.0,0.0,0.0,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-04,HUB-MA-04-R01,0
MA-SU-0096,SU,Ma'an outskirts,Ma'an,Ma'an,30.17165,35.74263,1087,Monopole / greenfield,0.0,0.0,0.0,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-04,HUB-MA-04-R02,0
MA-SU-0097,SU,Ma'an outskirts,Ma'an,Ma'an,30.17047,35.74946,1094,Monopole / greenfield,2.5,2.5,0.08,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-04,HUB-MA-04-R02,0
MA-SU-0098,SU,Ma'an outskirts,Ma'an,Ma'an,30.17165,35.75629,1072,Monopole / greenfield,2.5,2.5,0.04,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-04,HUB-MA-04-R03,0
MA-SU-0099,SU,Ma'an outskirts,Ma'an,Ma'an,30.17674,35.70509,1135,Monopole / greenfield,2.5,2.5,0.16,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-03,HUB-MA-03-R01,0
MA-SU-0100,SU,Ma'an outskirts,Ma'an,Ma'an,30.17674,35.71874,1136,Monopole / greenfield,2.5,2.5,0.08,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-04,HUB-MA-04-R01,0
MA-SU-0101,SU,Ma'an outskirts,Ma'an,Ma'an,30.17674,35.75287,1072,Monopole / greenfield,0.0,0.0,0.0,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-04,HUB-MA-04-R03,0
MA-SU-0102,SU,Ma'an outskirts,Ma'an,Ma'an,30.17733,35.75902,1075,Monopole / greenfield,2.5,2.5,0.28,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-02,HUB-MA-02-R02,0
MA-SU-0103,SU,Ma'an outskirts,Ma'an,Ma'an,30.18065,35.70168,1142,Monopole / greenfield,2.5,2.5,0.32,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-03,HUB-MA-03-R01,0
MA-SU-0104,SU,Ma'an outskirts,Ma'an,Ma'an,30.18183,35.70850,1129,Monopole / greenfield,0.0,0.0,0.0,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-03,HUB-MA-03-R01,0
MA-SU-0105,SU,Ma'an outskirts,Ma'an,Ma'an,30.18065,35.71533,1141,Monopole / greenfield,0.0,0.0,0.0,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-03,HUB-MA-03-R01,0
MA-SU-0106,SU,Ma'an outskirts,Ma'an,Ma'an,30.18183,35.76311,1065,Monopole / greenfield,2.5,2.5,0.68,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-02,HUB-MA-02-R02,0
MA-SU-0107,SU,Ma'an outskirts,Ma'an,Ma'an,30.18692,35.70509,1137,Monopole / greenfield,3.8,4.9,1.0,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-03,HUB-MA-03-R01,0
MA-SU-0108,SU,Ma'an outskirts,Ma'an,Ma'an,30.18692,35.71192,1129,Monopole / greenfield,5.3,8.0,1.0,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-03,HUB-MA-03-R01,0
MA-SU-0109,SU,Ma'an outskirts,Ma'an,Ma'an,30.18751,35.75902,1081,Monopole / greenfield,2.5,2.5,0.4,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-02,HUB-MA-02-R02,0
MA-SU-0110,SU,Ma'an outskirts,Ma'an,Ma'an,30.18692,35.76653,1068,Monopole / greenfield,2.5,2.5,0.64,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-02,HUB-MA-02-R02,0
MA-SU-0111,SU,Ma'an outskirts,Ma'an,Ma'an,30.19201,35.70168,1140,Monopole / greenfield,2.6,2.9,0.92,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-03,HUB-MA-03-R05,0
MA-SU-0112,SU,Ma'an outskirts,Ma'an,Ma'an,30.19201,35.70850,1132,Monopole / greenfield,3.5,4.8,0.92,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-03,HUB-MA-03-R05,0
MA-SU-0113,SU,Ma'an outskirts,Ma'an,Ma'an,30.19260,35.76243,1082,Monopole / greenfield,2.5,2.5,0.56,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-02,HUB-MA-02-R02,0
MA-SU-0114,SU,Ma'an outskirts,Ma'an,Ma'an,30.19201,35.76857,1073,Monopole / greenfield,2.5,2.5,0.52,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-02,HUB-MA-02-R03,0
MA-SU-0115,SU,Ma'an outskirts,Ma'an,Ma'an,30.19828,35.69826,1143,Monopole / greenfield,2.5,2.5,0.04,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-03,HUB-MA-03-R05,0
MA-SU-0116,SU,Ma'an outskirts,Ma'an,Ma'an,30.19828,35.70509,1144,Monopole / greenfield,2.5,2.5,0.32,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-03,HUB-MA-03-R05,0
MA-SU-0117,SU,Ma'an outskirts,Ma'an,Ma'an,30.19710,35.76653,1067,Monopole / greenfield,2.5,2.5,0.12,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-02,HUB-MA-02-R03,0
MA-SU-0118,SU,Ma'an outskirts,Ma'an,Ma'an,30.20102,35.70850,1140,Monopole / greenfield,2.5,2.5,0.36,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-03,HUB-MA-03-R05,0
MA-SU-0119,SU,Ma'an outskirts,Ma'an,Ma'an,30.20337,35.76311,1076,Monopole / greenfield,2.5,2.5,0.04,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-02,HUB-MA-02-R03,0
MA-SU-0120,SU,Ma'an outskirts,Ma'an,Ma'an,30.20846,35.70509,1151,Monopole / greenfield,2.5,2.5,0.04,32,3,3-sector | n78 64T64R 3x100 MHz + n3 4T4R + n28 2T4R,Fiber ring,HUB-MA-03,HUB-MA-03-R04,0
